"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"Bangladesh","Anopheles barbirostris complex",3.23,6.45,NA,"HBI (%)",NA,NA,"","","","","","Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39"
"Bangladesh","Maculatus Group",40,0,NA,"HBI (%)",NA,NA,"","","","","","Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39"
"Bangladesh","Anopheles minimus complex",47.06,38.1,NA,"HBI (%)",NA,NA,"","","","","","Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39"
"Bangladesh","Anopheles subpictus complex",14.81,NA,NA,"HBI (%)",NA,NA,"","","","","","Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39"
"Korea, Republic of","Anopheles sinensis",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Lee, H.I., Lee, J.S., Shin, E.H., Lee, W.J., Kim, Y.Y. and Lee, K.R. (2001).  Malaria transmission potential by Anopheles sinensis in the Republic of Korea. The Korean Journal of Parasitology, 39(2):185-92"
"Korea, Republic of","Anopheles sinensis",NA,1,NA,"HBI (%)",NA,NA,"","","","","","Lee, H.I., Lee, J.S., Shin, E.H., Lee, W.J., Kim, Y.Y. and Lee, K.R. (2001).  Malaria transmission potential by Anopheles sinensis in the Republic of Korea. The Korean Journal of Parasitology, 39(2):185-92"
"Korea, Republic of","Anopheles sinensis",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Lee, H.I., Lee, J.S., Shin, E.H., Lee, W.J., Kim, Y.Y. and Lee, K.R. (2001).  Malaria transmission potential by Anopheles sinensis in the Republic of Korea. The Korean Journal of Parasitology, 39(2):185-92"
"Korea, Republic of","Anopheles sinensis",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Ree, H.I., Hwang, U.W., Lee, I.Y. and Kim, T.E. (2001).  Daily survival and human blood index of Anopheles sinensis, the vector species of malaria in Korea. Journal of the American Mosquito Control Association, 17(1):67-72"
"Korea, Republic of","Anopheles sinensis",NA,1.8,NA,"HBI (%)",NA,NA,"","","","","","Ree, H.I., Hwang, U.W., Lee, I.Y. and Kim, T.E. (2001).  Daily survival and human blood index of Anopheles sinensis, the vector species of malaria in Korea. Journal of the American Mosquito Control Association, 17(1):67-72"
"Korea, Republic of","Anopheles sinensis",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Ree, H.I., Hwang, U.W., Lee, I.Y. and Kim, T.E. (2001).  Daily survival and human blood index of Anopheles sinensis, the vector species of malaria in Korea. Journal of the American Mosquito Control Association, 17(1):67-72"
"Iran","Anopheles culicifacies complex",NA,43.06,NA,"AI",NA,NA,"","","","","","Vatandoost, H., Emami, S.N., Oshaghi, M.A., Abai, M.R., Raeisi, A., Piazzak, N., Mahmoodi, M., Akbarzadeh, K. and Sartipi, M. (2011).  Ecology of malaria vector Anopheles culicifacies in a malarious area of Sistan va Baluchestan province, south-east Islamic Republic of Iran. Eastern Mediterranean Health Journal, 17(5):439-445"
"Iran","Anopheles culicifacies complex",NA,1.61,NA,"AI",NA,NA,"","","","","","Vatandoost, H., Emami, S.N., Oshaghi, M.A., Abai, M.R., Raeisi, A., Piazzak, N., Mahmoodi, M., Akbarzadeh, K. and Sartipi, M. (2011).  Ecology of malaria vector Anopheles culicifacies in a malarious area of Sistan va Baluchestan province, south-east Islamic Republic of Iran. Eastern Mediterranean Health Journal, 17(5):439-445"
"Iran","Anopheles culicifacies complex",NA,22.92,NA,"AI",NA,NA,"","","","","","Vatandoost, H., Emami, S.N., Oshaghi, M.A., Abai, M.R., Raeisi, A., Piazzak, N., Mahmoodi, M., Akbarzadeh, K. and Sartipi, M. (2011).  Ecology of malaria vector Anopheles culicifacies in a malarious area of Sistan va Baluchestan province, south-east Islamic Republic of Iran. Eastern Mediterranean Health Journal, 17(5):439-445"
"Iran","Anopheles culicifacies complex",NA,12.8,NA,"AI",NA,NA,"","","","","","Vatandoost, H., Emami, S.N., Oshaghi, M.A., Abai, M.R., Raeisi, A., Piazzak, N., Mahmoodi, M., Akbarzadeh, K. and Sartipi, M. (2011).  Ecology of malaria vector Anopheles culicifacies in a malarious area of Sistan va Baluchestan province, south-east Islamic Republic of Iran. Eastern Mediterranean Health Journal, 17(5):439-445"
"Iran","Anopheles culicifacies complex",NA,9.35,NA,"AI",NA,NA,"","","","","","Vatandoost, H., Emami, S.N., Oshaghi, M.A., Abai, M.R., Raeisi, A., Piazzak, N., Mahmoodi, M., Akbarzadeh, K. and Sartipi, M. (2011).  Ecology of malaria vector Anopheles culicifacies in a malarious area of Sistan va Baluchestan province, south-east Islamic Republic of Iran. Eastern Mediterranean Health Journal, 17(5):439-445"
"Iran","Anopheles culicifacies complex",16.6,21.4,NA,"HBI (%)",NA,NA,"","","","","","Soleimani-Ahmadi, M., Vatandoost, H., Shaeghi, M., Raeisi, A., Abedi, F., Eshraghian, M.R., Madani, A., Safari, R., Oshaghi, M.A., Abtahi, M. and Hajjaran, H. (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset((R))) for malaria control in an endemic area, southeast of Iran. Acta Tropica, 123(3):146-153"
"Iran","Anopheles stephensi",20,17.2,NA,"HBI (%)",NA,NA,"","","","","","Soleimani-Ahmadi, M., Vatandoost, H., Shaeghi, M., Raeisi, A., Abedi, F., Eshraghian, M.R., Madani, A., Safari, R., Oshaghi, M.A., Abtahi, M. and Hajjaran, H. (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset((R))) for malaria control in an endemic area, southeast of Iran. Acta Tropica, 123(3):146-153"
"Iran","Anopheles culicifacies complex",36.4,38.5,NA,"HBI (%)",NA,NA,"","","","","","Soleimani-Ahmadi, M., Vatandoost, H., Shaeghi, M., Raeisi, A., Abedi, F., Eshraghian, M.R., Madani, A., Safari, R., Oshaghi, M.A., Abtahi, M. and Hajjaran, H. (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset((R))) for malaria control in an endemic area, southeast of Iran. Acta Tropica, 123(3):146-153"
"Iran","Anopheles stephensi",30.8,14.3,NA,"HBI (%)",NA,NA,"","","","","","Soleimani-Ahmadi, M., Vatandoost, H., Shaeghi, M., Raeisi, A., Abedi, F., Eshraghian, M.R., Madani, A., Safari, R., Oshaghi, M.A., Abtahi, M. and Hajjaran, H. (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset((R))) for malaria control in an endemic area, southeast of Iran. Acta Tropica, 123(3):146-153"
"Malaysia","Anopheles anthropophagus (lesteri)",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Malaysia","Anopheles sinensis",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Malaysia","Anopheles subpictus complex",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Malaysia","Anopheles anthropophagus (lesteri)",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Malaysia","Anopheles sinensis",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Malaysia","Anopheles subpictus complex",NA,0,NA,"AI",NA,NA,"","","","","","Jaal, Z. and Macdonald, W.W. (1993).  The ecology of anopheline mosquitos in northwest coastal Malaysia: host preferences and biting-cycles. The Southeast Asian Journal of Tropical Medicine and Public Health, 24(3):530-5"
"Sri Lanka","Anopheles subpictus complex",NA,1.2,NA,"HBI (%)",NA,NA,"","","","","","Amerasinghe, P.H. and Amerasinghe, F.P. (1999).  Multiple host feeding in field populations of Anopheles culicifacies and An. subpictus in Sri Lanka. Medical and Veterinary Entomology, 13(2):124-31"
"Sri Lanka","Anopheles culicifacies complex",NA,8.3,NA,"HBI (%)",NA,NA,"","","","","","Amerasinghe, P.H. and Amerasinghe, F.P. (1999).  Multiple host feeding in field populations of Anopheles culicifacies and An. subpictus in Sri Lanka. Medical and Veterinary Entomology, 13(2):124-31"
"Sri Lanka","Anopheles subpictus complex",20,NA,NA,"HBI (%)",NA,NA,"","","","","","Abhayawardana, T.A., Wijesuriya, S.R. and Dilrukshi, R.K. (1996).  Anopheles subpictus complex: distribution of sibling species in Sri Lanka. Indian Journal of Malariology, 33(2):53-60"
"Sri Lanka","Anopheles subpictus complex",0.25,NA,NA,"HBI (%)",NA,NA,"","","","","","Abhayawardana, T.A., Wijesuriya, S.R. and Dilrukshi, R.K. (1996).  Anopheles subpictus complex: distribution of sibling species in Sri Lanka. Indian Journal of Malariology, 33(2):53-60"
"Sri Lanka","Anopheles subpictus complex",4.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Amerasinghe, P.H., Amerasinghe, F.P., Wirtz, R.A., Indrajith, N.G., Somapala, W., Pereira, L.R. and Rathnayake, A.M. (1992).  Malaria transmission by Anopheles subpictus (Diptera: Culicidae) in a new irrigation project in Sri Lanka. Journal of Medical Entomology, 29(4):577-81"
"Sri Lanka","Anopheles subpictus complex",0.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Amerasinghe, P.H., Amerasinghe, F.P., Wirtz, R.A., Indrajith, N.G., Somapala, W., Pereira, L.R. and Rathnayake, A.M. (1992).  Malaria transmission by Anopheles subpictus (Diptera: Culicidae) in a new irrigation project in Sri Lanka. Journal of Medical Entomology, 29(4):577-81"
"Sri Lanka","Anopheles subpictus complex",5.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Amerasinghe, P.H., Amerasinghe, F.P., Wirtz, R.A., Indrajith, N.G., Somapala, W., Pereira, L.R. and Rathnayake, A.M. (1992).  Malaria transmission by Anopheles subpictus (Diptera: Culicidae) in a new irrigation project in Sri Lanka. Journal of Medical Entomology, 29(4):577-81"
"Sri Lanka","Anopheles subpictus complex",27.45,NA,NA,"HBI (%calc)",NA,NA,"","","","","","Jude, P.J., Ramasamy, R. and Surendran, S.N. (2014).  Bionomic aspects of the Anopheles subpictus species complex in Sri Lanka. Journal of Insect Science, 14(1):97"
"Indonesia","Anopheles sundaicus complex",NA,0,NA,"HBI (%calc)",NA,NA,"","","","","","Burkot, T.R., Russell, T.L., Reimer, L.J., Bugoro, H., Beebe, N.W., Cooper, R.D., Sukawati, S., Collins, F.H. and Lobo, N.F. (2013).  Barrier screens: a method to sample blood-fed and host-seeking exophilic mosquitoes. Malaria Journal, 12(1):49"
"Solomon Islands","Anopheles farauti (formerly No.1)",NA,97,NA,"HBI (%calc)",NA,NA,"","","","","","Burkot, T.R., Russell, T.L., Reimer, L.J., Bugoro, H., Beebe, N.W., Cooper, R.D., Sukawati, S., Collins, F.H. and Lobo, N.F. (2013).  Barrier screens: a method to sample blood-fed and host-seeking exophilic mosquitoes. Malaria Journal, 12(1):49"
"Solomon Islands","Anopheles farauti (hinesorum, formerly No. 2)",NA,0,NA,"AI",NA,NA,"","","","","","Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287"
"Papua New Guinea","Anopheles koliensis",84.1,70.1,79,"HBI (%)",0.95,1,"I:O","","","","","Hii, J.L., Smith, T., Mai, A., Mellor, S., Lewis, D., Alexander, N. and Alpers, M.P. (1997).  Spatial and temporal variation in abundance of Anopheles (Diptera:Culicidae) in a malaria endemic area in Papua New Guinea. Journal of Medical Entomology, 34(2):193-205"
"Papua New Guinea","Anopheles koliensis",88,NA,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",99,71,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles farauti complex",67,11,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",94,29,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",100,NA,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles farauti complex",NA,25,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",NA,76,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",NA,60,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles farauti complex",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",NA,0,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",NA,20,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles farauti complex",67,8,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",83,36,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles farauti complex",67,45,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",87,82,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",89,50,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles koliensis",NA,85,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",NA,29,NA,"HBI (%)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",NA,50,NA,"HBI (%calc)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"Papua New Guinea","Anopheles punctulatus complex",NA,75,NA,"HBI (%calc)",NA,NA,"","","","","","Burkot, T.R., Graves, P.M., Paru, R. and Lagog, M. (1988).  Mixed blood feeding by the malaria vectors in the Anopheles punctulatus  complex (Diptera: Culicidae). Journal of Medical Entomology, 25(4):205-13"
"China","Anopheles anthropophagus (lesteri)",56.67,20,NA,"HBI (%)",NA,NA,"","","","","","Huang, G., Gu, Z., Huang, X., Zheng, X., Xia, Z., Yang, Q., Ye, Z., Tong S, Li, H. and Tang, L. (2003).  Study on the transmission threshold of malaria by Anopheles anthropophagus in hilly land of Hubei Province. Chinese Journal of Parasitic Disease and Control, 16(3):131-133"
"China","Anopheles sinensis",50,3.92,NA,"HBI (%)",NA,NA,"","","","","","Huang, G., Gu, Z., Huang, X., Zheng, X., Xia, Z., Yang, Q., Ye, Z., Tong S, Li, H. and Tang, L. (2003).  Study on the transmission threshold of malaria by Anopheles anthropophagus in hilly land of Hubei Province. Chinese Journal of Parasitic Disease and Control, 16(3):131-133"
"China","Anopheles sinensis",NA,4.9,NA,"AI",NA,NA,"","","","","","Liu, X.B., Liu, Q.Y., Guo, Y.H., Jiang, J.Y., Ren, D.S., Zhou, G.C., Zheng, C.J., Zhang, Y., Liu, J.L., Li, Z.F., Chen, Y., Li, H.S., Morton, L.C., Li, H.Z., Li, Q. and Gu, W.D. (2011).  The abundance and host-seeking behavior of culicine species (Diptera: Culicidae) and Anopheles sinensis in Yongcheng city, People's Republic of China. Parasites & Vectors, 4(1):221"
"China","Anopheles sinensis",30,1,NA,"HBI (%)",NA,NA,"","","","","","Wang, S.H. and Zheng, H.J. (1989).  Blood meals of mosquito vectors of filariasis in Guizhou Province, China. The Southeast Asian Journal of Tropical Medicine and Public Health, 20(2):175-7"
"China","Anopheles anthropophagus (lesteri)",97,17,NA,"HBI (%)",NA,NA,"","","","","","Wang, S.H. and Zheng, H.J. (1989).  Blood meals of mosquito vectors of filariasis in Guizhou Province, China. The Southeast Asian Journal of Tropical Medicine and Public Health, 20(2):175-7"
"India","Anopheles fluviatilis complex",93,NA,NA,"HBI (%)",NA,NA,"","","","","","Sahu, S.S., Jambulingam, P., Vijayakumar, T., Subramanian, S. and Kalyanasundaram, M. (2003).  Impact of alphacypermethrin treated bed nets on malaria in villages of Malkangiri district, Orissa, India. Acta Tropica, 89(1):55-66"
"India","Anopheles fluviatilis complex",89,NA,NA,"HBI (%)",NA,NA,"","","","","","Sahu, S.S., Jambulingam, P., Vijayakumar, T., Subramanian, S. and Kalyanasundaram, M. (2003).  Impact of alphacypermethrin treated bed nets on malaria in villages of Malkangiri district, Orissa, India. Acta Tropica, 89(1):55-66"
"India","Anopheles fluviatilis complex",33.33,NA,NA,"HBI (%)",NA,NA,"","","","","","Sahu, S.S., Jambulingam, P., Vijayakumar, T., Subramanian, S. and Kalyanasundaram, M. (2003).  Impact of alphacypermethrin treated bed nets on malaria in villages of Malkangiri district, Orissa, India. Acta Tropica, 89(1):55-66"
"India","Anopheles culicifacies complex",7.4,0,NA,"HBI (%)",NA,NA,"","","","","","Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75"
"India","Anopheles stephensi",0.76,0.24,NA,"HBI (%)",NA,NA,"","","","","","Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75"
"India","Anopheles culicifacies complex",2.85,2.56,NA,"HBI (%)",NA,NA,"","","","","","Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75"
"India","Anopheles stephensi",2.53,0.74,NA,"HBI (%)",NA,NA,"","","","","","Batra, C.P., Adak, T., Sharma, V.P. and Mittal, P.K. (2001).  Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi. Indian Journal of Malariology, 38(3-4):61-75"
"India","Anopheles aconitus",NA,1.75,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles annularis complex",NA,24.54,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles barbirostris complex",NA,0.9,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles culicifacies complex",NA,2.63,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles dirus complex",NA,99.26,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles fluviatilis complex",NA,0,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Maculatus Group",NA,23.96,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles minimus complex",NA,71.44,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles subpictus complex",NA,0,NA,"AI",NA,NA,"","","","","","Nandi, J., Misra, S.P., Rajagopal, R. and Narasimham, M.V. (1993).  Present perspectives of malaria transmission in Boko area of Assam. Journal of Communicable Diseases, 25(1):18-26"
"India","Anopheles dirus complex",NA,95.7,87.8,"HBI (%)",4.8,5,"I:O","t","t","t","","Dutta, P., Bhattacharyya, D.R., Khan, S.A., Sharma, C.K. and Mahanta, J. (1996).  Feeding patterns of Anopheles dirus, the major vector of forest malaria in north east India. The Southeast Asian Journal of Tropical Medicine and Public Health, 27(2):378-81"
"India","Anopheles minimus complex",92.72,NA,NA,"HBI (%)",NA,NA,"","","","","","Dev, V. (1996).  Anopheles minimus: its bionomics and role in the transmission of malaria in Assam, India. Bulletin of the World Health Organization, 74(1):61-6"
"India","Anopheles fluviatilis complex",72.7,0,19.5,"HBI (%)",NA,NA,"","","","","","Gunasekaran, K., Jambulingam, P., Sadanandane, C., Sahu, S.S. and Das, P.K. (1994).  Reliability of light trap sampling for Anopheles fluviatilis, a vector of malaria. Acta Tropica, 58(1):1-11"
"India","Anopheles stephensi",99.11,59.09,NA,"HBI (%)",NA,NA,"","","","","","Chandra, G., Chatterjee, K.K. and Hati, A.K. (1996).  Feeding behaviour of Anopheles stephensi in Calcutta. Indian Journal of Malariology, 33(2):103-5"
"India","Anopheles subpictus complex",26.71,7.5,NA,"HBI (%)",NA,NA,"","","","","","Banerjee, P.K., Ghosh, K.N. and Chatterjee, R.N. (1991).  Gel diffusion analysis of host preference pattern of Anopheles subpictus in West Bengal, India. Indian Journal of Malariology, 28(3):157-9"
"India","Anopheles sundaicus complex",15,0,1,"HBI (%)",NA,NA,"","","","","","Kumari, R., Joshi, H., Giri, A. and Sharma, V.P. (1993).  Feeding preferences of Anopheles sundaicus in Car Nicobar Island. Indian Journal of Malariology, 30(4):201-6"
"India","Anopheles sundaicus complex",NA,4.68,NA,"AI",NA,NA,"","","","","","Kumari, R., Joshi, H., Giri, A. and Sharma, V.P. (1993).  Feeding preferences of Anopheles sundaicus in Car Nicobar Island. Indian Journal of Malariology, 30(4):201-6"
"India","Anopheles culicifacies complex",37.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Dhiman, S., Bhola, R.K., Goswami, D., Rabha, B., Kumar, D., Baruah, I. and Singh, L. (2012).  Polymerase chain reaction detection of human host preference and Plasmodium parasite infections in field collected potential malaria vectors. Pathogens and global health, 106(3):177-180"
"India","Anopheles annularis complex",26.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Dhiman, S., Bhola, R.K., Goswami, D., Rabha, B., Kumar, D., Baruah, I. and Singh, L. (2012).  Polymerase chain reaction detection of human host preference and Plasmodium parasite infections in field collected potential malaria vectors. Pathogens and global health, 106(3):177-180"
"India","Anopheles minimus complex",90,NA,NA,"HBI (%)",NA,NA,"","","","","","Dhiman, S., Bhola, R.K., Goswami, D., Rabha, B., Kumar, D., Baruah, I. and Singh, L. (2012).  Polymerase chain reaction detection of human host preference and Plasmodium parasite infections in field collected potential malaria vectors. Pathogens and global health, 106(3):177-180"
